startphrase,ending1,ending2,labels,valid
The man had the strength of A bear,The man is very strong,The man is very weak,0,1
The man had the strength of A baby,The man is very strong,The man is very weak,1,1
The car had the power of A tornado,The car is very powerful,The car is not powerful,0,1
The car had the power of A gentle breeze,The car is very powerful,The car is not powerful,1,1
The socks had the warmth of A blazing fire,The socks were very warm,The socks were very cold,0,1
The socks had the warmth of A mountain spring,The socks were very warm,The socks were very cold,1,1
His sight was as the one of An eagle,His sight was very accurate,His sight was very poor,0,1
His sight was as the one of A bat,His sight was very accurate,His sight was very poor,1,1
The panic they faced was A tornado of its own,The panic they faced was very intense,The panic they faced was very short lived,0,1
The panic they faced was A mere bolt of lightning,The panic they faced was very intense,The panic they faced was very short lived,1,1
That vase was valuable as A chest of gold,The vase was very expensive,The vase was worthless,0,1
That vase was valuable as A cardboard box,The vase was very expensive,The vase was worthless,1,1
The bird was as happy as a wife on Valentine's Day,it was jovial,it was angry,0,1
The bird was as happy as A wolf with no food,it was jovial,it was angry,1,1
The fighter was as tired as a mother at the end of the day,he was ready to pass out,he was full of energy,0,1
The fighter was as tired as a dog on a car ride,he was ready to pass out,he was full of energy,1,1
The man was as evil as a slaveowner,he was mean,he was good,0,1
The man was as evil as a newborn puppy,he was mean,he was good,1,1
He had the eyesight of a Google satellite spying on an unsuspecting neighborhood,He had extremely good eyesight,He had no eyesight,0,1
He had the eyesight of Daredevil before he gained his powers,He had extremely good eyesight,He had no eyesight,1,1
The shouting induced the panic of a sarin bomb going off in a subway,The shouting induced a lot of panic,The shouting induced no panic,0,1
The shouting induced the panic of a fart in an empty elevator,The shouting induced a lot of panic,The shouting induced no panic,1,1
The stream of thoughts flowing through her head in her unconscious state was like The highest fiber optic internet.,Her mind was fast and clear,Her mind was slow and clunky.,0,1
The stream of thoughts flowing through her head in her unconscious state was like Dial up with aol.,Her mind was fast and clear,Her mind was slow and clunky.,1,1
The questions on the test were as hard as Doing your own taxes long form.,The test was difficult,The test was a breeze,0,1
The questions on the test were as hard as A 1040 EZ.,The test was difficult,The test was a breeze,1,1
The class is as exciting as counting pennies,The class is boring,The class is stimulating,0,1
The class is as exciting as a circus,The class is boring,The class is stimulating,1,1
The house is as clean as a rats nest,The house is filthy,The house is spotless,0,1
The house is as clean as crystal,The house is filthy,The house is spotless,1,1
The garden has the variety of a pack of white chalk,The garden is plain,The garden has a nice assortment,0,1
The garden has the variety of a 64 pack of different colored crayons,The garden is plain,The garden has a nice assortment,1,1
This student is as clever as a rock,The student is dumb.,The student is smart.,0,1
This student is as clever as as Albert Einstein,The student is dumb.,The student is smart.,1,1
The rich man is as benevolent as the Dalai Lama.,The rich man is generous and kind.,The rich man is a penny pincher.,0,1
The rich man is as benevolent as the Scrooge.,The rich man is generous and kind.,The rich man is a penny pincher.,1,1
The Earth is going great as an athlete at his prime.,The Earth is in good shape.,The Earth is sick and dying.,0,1
The Earth is going great as a man on death row.,The Earth is in good shape.,The Earth is sick and dying.,1,1
The dog was long like a tunnel.,The dog was very long.,The dog wasn't long at all.,0,1
The dog was long like a brick.,The dog was very long.,The dog wasn't long at all.,1,1
He was as supportive as a foundation.,He was very supportive.,He wasn't supportive.,0,1
He was as supportive as a broken fence.,He was very supportive.,He wasn't supportive.,1,1
The sky looked like a blackout.,The sky was dark.,The sky was very bright.,0,1
The sky looked like an LED light.,The sky was dark.,The sky was very bright.,1,1
Linear plots are bullet trains,Linear plots can powerfully and quickly accomplish a story.,Linear plots prevent a story from going anywhere.,0,1
Linear plots are a prison,Linear plots can powerfully and quickly accomplish a story.,Linear plots prevent a story from going anywhere.,1,1
Unsconsciousness is a void,There is nothing happening in the state of unconsciousness,Things happening in the state of unconsciousness are extremely strange and alien,0,1
Unsconsciousness is another planet,There is nothing happening in the state of unconsciousness,Things happening in the state of unconsciousness are extremely strange and alien,1,1
The conversation was a puzzle box,The conversation was difficult to understand,The conversation was easy to understand,0,1
The conversation was a simple equation,The conversation was difficult to understand,The conversation was easy to understand,1,1
The building wall is as flimsy as a napkin,The building wall is very flimsy.,The building wall is very sturdy,0,1
The building wall is as flimsy as a sergeant,The building wall is very flimsy.,The building wall is very sturdy,1,1
The woman's stomach is a toilet,The woman will eat everything.,The woman will eat nothing.,0,1
The woman's stomach is a peanut,The woman will eat everything.,The woman will eat nothing.,1,1
The hunter stalks prey like a lumberjack,The hunter stalks prey very loudly.,The hunter stalks prey very quietly.,0,1
The hunter stalks prey like a gazelle,The hunter stalks prey very loudly.,The hunter stalks prey very quietly.,1,1
The building was as empty as a billionaire's heart,it had no one,it had many people,0,1
The building was as empty as the house of a family of twelve,it had no one,it had many people,1,1
The ranch was as sour as old grapes,it tasted nasty,it tasted perfect,0,1
The ranch was as sour as lemonade with extra sugar,it tasted nasty,it tasted perfect,1,1
The cup was as full as a bear during hibernation,it was filled,it was empty,0,1
The cup was as full as the wallet of a fast food worker,it was filled,it was empty,1,1
The ice is as clear as a crystal,The ice is clear,The ice is murky,0,1
The ice is as clear as a mudpool,The ice is clear,The ice is murky,1,1
They emerge from the water like a a lockness monster,They emerge from the water frightfully,They emerge from the water gracefully,0,1
They emerge from the water like a a mermaid,They emerge from the water frightfully,They emerge from the water gracefully,1,1
The machine was as powerful as freight train,The machine was powerful,The machine was weak,0,1
The machine was as powerful as a trickling stream,The machine was powerful,The machine was weak,1,1
You can rely on him the same way you can count on death and taxes.,He is reliable.,He is unreliable.,0,1
You can rely on him the same way you can count on winning the lottery.,He is reliable.,He is unreliable.,1,1
Every minute of her date with him was like Chinese water torture.,The date was awful.,The date was wonderful.,0,1
Every minute of her date with him was like a refreshing breeze.,The date was awful.,The date was wonderful.,1,1
Seeing them together is like watching a fencing match.,They don't get along well.,They do get along well.,0,1
Seeing them together is like watching a choreographed dance.,They don't get along well.,They do get along well.,1,1
The play had the length of a snake,The movie was long,the movie was short,0,1
The play had the length of an ant,The movie was long,the movie was short,1,1
